Species,Red,Green,Blue,id,L,a,b,color,brightness
Carex alma,90.423,63.49,37.539,Cataphyll_32,29.297590231141527,8.43818304024127,20.45839675234552,brown,dark
Carex amplifolia,30.594,20.331,11.884,Cataphyll_35,7.451514294968781,3.788506851465062,6.307999084473781,brown,dark
Carex annectens,95.469,69.269,36.438,Cataphyll_37,31.5589970480544,7.159676904683443,24.01573194606935,brown,dark
Carex annectens,92.413,72.211,48.523,Cataphyll_38,32.22970768298705,5.116077438025057,17.487541212840785,brown,dark
Carex aperta,61.575,40.537,29.74,Cataphyll_40,18.64091743586029,8.303468906225936,11.065028103611457,brown,dark
Carex aperta,94.445,63.31,27.934,Cataphyll_41,29.643210983500218,9.706495153694094,26.647534346550184,brown,dark
Carex aquatilis,61.801,43.312,46.841,Cataphyll_48,19.95366233223597,9.228194771050301,1.121173902642314,brown,dark
Carex aquatilis,96.088,67.641,42.68,Cataphyll_49,31.276224439979785,9.068925657200383,19.94587746485812,brown,dark
Carex arcta,78.467,52.553,25.14,Cataphyll_55,24.40624652292054,8.39755731953759,21.717359095477235,brown,dark
Carex argyrantha,103.66,66.906,33.302,Cataphyll_60,31.937353962699646,12.32136772088846,26.542871612726348,brown,dark
Carex arkansana,90.693,67.131,50.135,Cataphyll_63,30.596495535074254,7.691830419680606,14.293821403699692,brown,dark
Carex atlantica,100.716,72.026,31.017,Cataphyll_70,32.92746978044279,7.573272890677635,28.834356731295575,brown,dark
Carex atlantica,78.994,64.046,52.043,Cataphyll_71,28.350964561128592,4.443445671154095,9.800145039316021,brown,dark
Carex atratiformis,66.147,48.009,43.451,Cataphyll_74,21.805575429035493,7.5178999271205695,6.1589670847076565,brown,dark
Carex atratiformis,86.794,63.73,61.487,Cataphyll_75,29.425732001614023,9.70602468438006,5.320184193015887,brown,dark
Carex aureolensis,63.871,46.326,44.961,Cataphyll_80,21.0559293918095,7.82247914948428,4.031202295694703,brown,dark
Carex aureolensis,93.637,71.3,50.618,Cataphyll_81,32.152302881761415,6.517612448239952,16.116341906734288,brown,dark
Carex austrina,53.595,43.211,35.299,Cataphyll_82,18.550616207028405,3.3298695620138377,6.958445226627729,brown,dark
Carex austrina,68.405,48.856,33.274,Cataphyll_83,22.111369011741033,6.601124798997188,13.436997224551629,brown,dark
Carex backii,101.512,72.076,42.149,Cataphyll_86,33.19103681715607,8.845126426407196,22.79924511627839,brown,dark
Carex baltzellii,80.939,37.991,11.64,Cataphyll_89,20.723774146654193,18.016119264798903,25.29160191527985,brown,dark
Carex barbarae,86.277,60.419,49.143,Cataphyll_91,28.119325633965573,9.750499900429144,11.501575505552209,brown,dark
Carex barrattii,83.988,55.486,28.012,Cataphyll_92,26.03758436490267,9.505529654273982,22.093592088587798,brown,dark
Carex bella,54.085,35.423,27.683,Cataphyll_95,16.007737552438,7.745400432931149,8.777205743819433,brown,dark
Carex bella,74.151,49.842,35.096,Cataphyll_96,23.204806212493537,9.00896631271275,13.814590315181485,brown,dark
Carex bigelowii,84.017,58.634,49.435,Cataphyll_103,27.331462899552598,9.877136206130233,10.190361082254862,brown,dark
Carex brevicaulis,86.513,65.309,64.441,Cataphyll_113,29.920869469623106,9.066279733937865,4.10478162869663,brown,dark
Carex bulbostylis,60.35,41.862,37.569,Cataphyll_128,19.057197603444166,7.925607184058797,6.227722561706795,brown,dark
Carex bushii,63.207,47.694,31.568,Cataphyll_129,21.05553742785586,4.5541001201830635,13.055679175881984,brown,dark
Carex bushii,66.777,48.467,29.866,Cataphyll_130,21.71614067552079,5.633797101896626,15.114109228069456,brown,dark
Carex calcifugens,97.743,50.857,11.086,Cataphyll_133,26.687202346029324,18.137682857795795,32.405816740276144,brown,dark
Carex calcifugens,87.678,41,8.169,Cataphyll_134,22.586452043291708,19.23790544206247,29.075955728017554,brown,dark
Carex capillaris,95.265,66.647,48.618,Cataphyll_140,31.002718178208234,9.95279148637912,15.89092498711986,brown,dark
Carex careyana,41.511,29.068,30.521,Cataphyll_143,12.369935556393663,6.397200106298046,1.3969306460572373,brown,dark
Carex caroliniana,66.589,47.632,43.968,Cataphyll_145,21.764919556367182,8.062369291712724,5.759505840629853,brown,dark
Carex cephaloidea,90.019,66.514,51.094,Cataphyll_150,30.358266480777743,7.8895844312386885,13.35354803825104,brown,dark
Carex cephalophora,67.21,44.341,26.615,Cataphyll_152,20.48917526854237,8.232616639488516,15.690496820540945,brown,dark
Carex chapmanii,104.437,62.608,32.076,Cataphyll_155,30.896660013160265,15.239156574700875,26.080737031262537,brown,dark
Carex cherokeensis,95.793,70.368,48.011,Cataphyll_157,32.09912099738887,7.804227803732299,17.71266588435464,brown,dark
Carex chihuahuensis,109.147,70.495,29.202,Cataphyll_158,33.59530163464347,12.470629997339417,30.85767484925508,brown,dark
Carex chihuahuensis,87.243,61.568,39.142,Cataphyll_159,28.36894102220024,8.279046563784753,18.217553500372752,brown,dark
Carex concinnoides,84.736,60.679,46.755,Cataphyll_175,27.943233570561226,8.546160660170804,12.770909903062533,brown,dark
Carex congdonii,79.602,59.042,50.805,Cataphyll_176,26.922892879315974,7.756794438216335,8.6450579313629,brown,dark
Carex constanceana,71.097,43.097,11.516,Cataphyll_181,20.4911688941823,9.868514689414187,24.6456887695584,brown,dark
Carex corrugata,96.418,69.623,51.763,Cataphyll_184,32.03960899317917,9.006387749582483,15.315104064801787,brown,dark
Carex crebriflora,101.694,72.327,42.082,Cataphyll_190,33.28265514305372,8.770397030750887,22.956742369414307,brown,dark
Carex crinita,76.093,53.003,38.166,Cataphyll_193,24.439371688060923,8.264973513378681,13.475847373514394,brown,dark
Carex cristatella,89.652,71.806,55.835,Cataphyll_195,31.94114309151189,5.0357830025862524,12.484608052746726,brown,dark
Carex cumulata,84.107,71.645,55.433,Cataphyll_202,31.26622926047458,2.5140850832053587,11.718151807448562,brown,dark
Carex cusickii,85.762,70.114,53.241,Cataphyll_205,30.94681041831894,3.923574153898046,12.700852234806792,brown,dark
Carex dasycarpa,101.088,33.748,7.351,Cataphyll_207,23.487414098165885,29.10662309966805,31.11461484983533,brown,dark
Carex dasycarpa,121.529,65.431,21.961,Cataphyll_208,34.03485991876222,20.919940024384186,35.53525694848951,brown,dark
Carex davisii,69.959,46.61,35.936,Cataphyll_209,21.717284222743736,9.188458779043811,11.18681865049631,brown,dark
Carex davisii,64.64,44.074,45.356,Cataphyll_210,20.506147742524547,9.759745787568136,2.9891968114655776,brown,dark
Carex davyi,104.715,65.285,31.477,Cataphyll_211,31.629188134515175,13.690265430638865,27.268181490338005,brown,dark
Carex debilis,85.737,61.029,54.676,Cataphyll_215,28.354033484384054,9.891545906695637,8.222946071542104,brown,dark
Carex decomposita,66.011,47.478,31.802,Cataphyll_217,21.355792697214767,6.136967186655573,13.36167908564676,brown,dark
Carex decomposita,65.795,43.705,35.766,Cataphyll_218,20.296672511370062,9.06475848831126,9.28787610218247,brown,dark
Carex deflexa,60.66,41.553,42.333,Cataphyll_222,19.143434304980467,9.076103965525661,3.0559195792489224,brown,dark
Carex duriuscula,99.333,74.389,51.833,Cataphyll_233,33.73513104097982,7.409718482721928,17.56830309879469,brown,dark
Carex duriuscula,70.583,57.25,40.5,Cataphyll_234,25.066401821919825,3.1199682665061514,12.663590353013598,brown,dark
Carex ebenea,105.268,63.687,29.162,Cataphyll_235,31.260883237312058,14.777521518227864,28.177911961674962,brown,dark
Carex ebenea,90.359,71.172,44.844,Cataphyll_236,31.6209419311462,4.354912913747372,18.91494399223457,brown,dark
Carex echinata,66.648,52.586,32.772,Cataphyll_239,23.01038622894051,3.1988552108732637,14.886822812278865,brown,dark
Carex echinata,69.252,51.464,49.212,Cataphyll_240,23.380280987996834,7.640850365850188,4.546325540192509,brown,dark
Carex edwardsiana,72.233,50.5,42.533,Cataphyll_243,23.30353409210985,8.625611556057372,8.975452178560662,brown,dark
Carex egglestonii,100.346,74.808,38.731,Cataphyll_245,33.763029132878216,6.288404829089572,25.457431099619786,brown,dark
Carex eleusinoides,67.139,51.838,50.496,Cataphyll_247,23.269205570081027,6.642766641082626,3.4887159613398167,brown,dark
Carex emoryi,101.621,71.509,42.551,Cataphyll_253,33.05398600784918,9.285451705827146,22.39392732981812,brown,dark
Carex endlichii,106.089,42.503,19.544,Cataphyll_256,26.270711370570623,27.017063323742708,28.26848241837885,brown,dark
Carex epapillosa,81.751,64.603,53.732,Cataphyll_259,28.87500288663938,5.627939909104596,9.482300829657031,brown,dark
Carex feta,57.131,35.874,11.106,Cataphyll_263,16.29611344605702,7.320778241431208,19.36019873090108,brown,dark
Carex filifolia,80.065,60.484,40.308,Cataphyll_265,27.171740106864057,5.622133670660473,15.766791799233793,brown,dark
Carex fissa,60.826,35.53,12.324,Cataphyll_269,16.770197632260846,9.593646018976166,19.5254035849673,brown,dark
Carex formosa,49.275,31.45,22.842,Cataphyll_280,13.994388094108924,7.380009365604511,9.364100429799288,brown,dark
Carex fracta,81.331,55.017,24.977,Cataphyll_281,25.50078552504762,8.236336415704704,23.179290918511647,brown,dark
Carex gholsonii,85.768,58.874,42.071,Cataphyll_293,27.468671007709993,9.611046333047046,15.17051660318648,brown,dark
Carex glacialis,63.523,41.679,35.806,Cataphyll_296,19.39173746400745,9.320959796273815,7.972682967270195,brown,dark
Carex glaucodea,86.78,58.848,32.914,Cataphyll_301,27.435507232720795,9.16525921616762,20.88853094347397,brown,dark
Carex glaucodea,62.041,42.734,17.522,Cataphyll_302,19.149693916212897,5.778774545787457,19.66241333798647,brown,dark
Carex gmelinii,67.107,52.819,50.269,Cataphyll_306,23.55333947213302,5.936737263342096,4.046385888407533,brown,dark
Carex godfreyi,86.592,61.315,51.592,Cataphyll_307,28.468292671192373,9.659692606320935,10.399577542550652,brown,dark
Carex gracilior,90.481,56.9,9.275,Cataphyll_312,27.158352694029098,10.788226802657425,33.14654173897925,brown,dark
Carex gravida,50.909,31.726,16.595,Cataphyll_317,14.194209021120997,7.311920342072814,13.739157297701205,brown,dark
Carex gravida,88.742,64.803,47.331,Cataphyll_318,29.634797300340004,7.890274628061633,14.746396097905167,brown,dark
Carex grayi,81.444,70.167,64.528,Cataphyll_319,30.76387880788996,3.7425723891585383,5.172879723447387,brown,dark
Carex grayi,83.252,60.75,58.498,Cataphyll_320,28.06468594643296,9.536703393850349,5.2767955854627235,brown,dark
Carex halliana,96.729,66.718,38.268,Cataphyll_329,31.031161640562615,9.524607569788484,22.332069710789714,brown,dark
Carex hallii,60.033,44.748,44.828,Cataphyll_330,20.091486076444554,7.065285233746666,2.6790060879507416,brown,dark
Carex haydeniana,92.844,65.25,34.021,Cataphyll_334,30.05426276551819,8.184354218082113,23.561159213912752,brown,dark
Carex haydenii,76.153,58.595,49.8,Cataphyll_336,26.34649175126369,6.282219585123483,8.440157049843243,brown,dark
Carex haydenii,84.883,71.519,63.609,Cataphyll_337,31.511160219999233,4.257613604557648,6.871297101175788,brown,dark
Carex hendersonii,80.646,55.472,18.668,Cataphyll_341,25.466387590601435,7.153952373985723,26.658078972186978,brown,dark
Carex heteroneura,61.833,43.448,38.601,Cataphyll_342,19.755845833184217,7.734219394659986,6.520555952475771,brown,dark
Carex hirsutella,70.373,56.976,40.422,Cataphyll_343,24.956368599347606,3.1849790835808967,12.563285065472185,brown,dark
Carex holostoma,80.406,59.772,58.822,Cataphyll_353,27.44497979027279,8.940387743258228,4.134662324674931,brown,dark
Carex hoodii,58.031,46.116,31.364,Cataphyll_355,19.916216886733586,2.9706791934712706,11.57346592371039,brown,dark
Carex hookerana,85.227,68.953,65,Cataphyll_357,30.83490109120578,6.273998294604177,5.027472776385233,brown,dark
Carex hookerana,71.441,55.971,49.618,Cataphyll_358,24.997713542438255,5.760798051224036,6.595391755006341,brown,dark
Carex hormathodes,97.734,72.122,44.864,Cataphyll_360,32.77740705328049,7.287376942267942,20.552933115064565,brown,dark
Carex hyalina,78.929,56.952,33.5,Cataphyll_365,25.870403777522696,6.56853636560395,18.3686974525894,brown,dark
Carex integra,97.242,58.883,18.773,Cataphyll_380,28.735591997607642,13.289395605289995,30.686534971542716,brown,dark
Carex interior,87.255,66.411,55.135,Cataphyll_382,30.08423024434115,7.2309137228297455,10.348235746866907,brown,dark
Carex interrupta,56.112,42.823,46.272,Cataphyll_383,19.06374658456823,6.837338393129611,0.13225210481231375,brown,dark
Carex interrupta,57.616,44.281,41.655,Cataphyll_384,19.55268987489722,5.6630904275620235,4.055019631570667,brown,dark
Carex intumescens,72.589,52.88,46.406,Cataphyll_385,24.140284668059074,7.810613486755102,7.554295113798515,brown,dark
Carex jonesii,79.955,53.772,35.223,Cataphyll_389,25.118926792055454,9.308182266894393,16.35904299494988,brown,dark
Carex klamathensis,55.174,36.651,19.581,Cataphyll_395,16.368711335395602,6.477259745846315,14.813681482729512,brown,dark
Carex krausei,94.242,69.182,42.545,Cataphyll_396,31.47569241470419,7.209694113771009,20.23009762722453,brown,dark
Carex krausei,77.717,55.652,43.062,Cataphyll_397,25.52198982197166,7.957015899305697,11.75836409028217,brown,dark
Carex lachenalii,90.583,57,21.696,Cataphyll_398,27.301327085310326,11.35829736605043,27.384697440391413,brown,dark
Carex laeviconica,74.181,61.498,59.51,Cataphyll_401,27.24178211857975,5.153138771732318,3.2949381952311563,brown,dark
Carex laeviculmis,85.8,53.5,18.1,Cataphyll_403,25.620252433781964,10.986205312810887,27.342667978819925,brown,dark
Carex laevivaginata,112.439,69.789,21.658,Cataphyll_405,33.7936547084701,14.07548603365888,34.986643209947054,brown,dark
Carex lativena,98.149,71.851,51.982,Cataphyll_411,32.88109702386018,8.450408610676336,16.329530070066234,brown,dark
Carex lativena,85.624,61.032,42.423,Cataphyll_412,28.06865212312036,8.20755924722344,15.726214780027748,brown,dark
Carex laxiflora,75.006,48.904,20.272,Cataphyll_417,22.81355451751729,8.633596373880781,22.65829406502695,brown,dark
Carex leavenworthii,63.784,50.174,27.847,Cataphyll_419,21.824471283302515,2.747490078372855,16.471778096083987,brown,dark
Carex leavenworthii,62.694,44.194,24.199,Cataphyll_420,19.78302930183738,5.768741026066671,16.24396193704924,brown,dark
Carex leptalea,115.667,66.222,31,Cataphyll_432,33.43606887690802,18.218775830182583,29.981417474791993,brown,dark
Carex leptopoda,85.667,66.714,52.952,Cataphyll_434,29.933068629083223,5.987386132915357,11.507288562509322,brown,dark
Carex longii,35.747,16.038,8.266,Cataphyll_440,6.894601026386894,9.176930301899782,7.103008189410954,brown,dark
Carex louisianica,78.964,57.283,52.142,Cataphyll_442,26.369815802678353,8.803303310228522,6.984909935646167,brown,dark
Carex louisianica,77.453,57.213,43.411,Cataphyll_443,25.95078319422538,6.8661240156286665,12.101233368538278,brown,dark
Carex lucorum,83.392,63.137,61.366,Cataphyll_447,28.842064806811088,8.545219895326639,4.512177211374135,brown,dark
Carex lupulina,84.871,69.666,55.925,Cataphyll_451,30.774529180674094,4.187790018557235,10.747436096402751,brown,dark
Carex luzulifolia,79.891,55.672,44.422,Cataphyll_454,25.83951473604411,9.161429503436485,11.345370910588336,brown,dark
Carex luzulifolia,98.668,72.203,61.139,Cataphyll_455,33.23788161706246,9.657388344493395,11.083241302441404,brown,dark
Carex lyngbyei,75.881,51.409,38.294,Cataphyll_457,23.954864307800044,9.215734875948623,12.746658573744396,brown,dark
Carex lyngbyei,52.693,39.532,37.693,Cataphyll_458,17.34912449386023,5.836913730956267,3.5911011039029495,brown,dark
Carex macrocephala,97.779,69.781,53.832,Cataphyll_461,32.295671618876604,9.79422349719114,14.389044678977115,brown,dark
Carex macrocephala,41.679,23.806,11.251,Cataphyll_462,10.250709684811738,7.379575977847733,10.837026259026683,brown,dark
Carex magellanica,75.561,52.511,43.891,Cataphyll_465,24.354529758275554,9.085827318922156,9.582037860437232,brown,dark
Carex manhartii,91.815,49.232,13.776,Cataphyll_467,25.355342186794175,16.402166684985843,29.592920222311996,brown,dark
Carex mariposana,94.973,69.94,48.84,Cataphyll_471,31.89299416413101,7.781363154360982,16.911663564448975,brown,dark
Carex meadii,71.845,51.725,43.845,Cataphyll_476,23.642652278433175,7.828052950153458,8.558126741693862,brown,dark
Carex media,56.952,36.401,25.019,Cataphyll_477,16.652785474340988,8.183999277990155,11.555357169470376,brown,dark
Carex mendocinensis,47.635,38.802,40.611,Cataphyll_481,16.587421912942254,4.512831382650129,0.36062200436380865,brown,dark
Carex mendocinensis,71.436,60.897,52.513,Cataphyll_482,26.561859321002444,3.0397198665537974,6.879734609894495,brown,dark
Carex merritt,85.202,67.81,58.055,Cataphyll_483,30.318614356168887,5.842697666055885,8.762765136485006,brown,dark
Carex mesochorea,96.696,69.295,26.028,Cataphyll_487,31.594425162816357,6.952197630834545,29.899822199354553,brown,dark
Carex microchaeta,105.608,48.507,16.129,Cataphyll_490,27.464483864403896,23.318484962479737,31.223805771962716,brown,dark
Carex mitchelliana,85.544,63.532,60.327,Cataphyll_502,29.185729633511365,9.084036690905545,5.712169062775175,brown,dark
Carex molesta,83.064,63.45,42.835,Cataphyll_503,28.457363537190957,5.484654949739543,15.91107474572101,brown,dark
Carex molesta,91.65,75.513,66.025,Cataphyll_504,33.481284685853396,5.171949137131149,8.211098786943294,brown,dark
Carex molestiformis,93.412,72.817,55.496,Cataphyll_505,32.659933366357,6.095530978794339,13.74235404709907,brown,dark
Carex muehlenbergii,69.798,45.754,23.138,Cataphyll_508,21.208173827756085,8.27481770204902,18.87622474485698,brown,dark
Carex muehlenbergii,99.386,73.097,59.125,Cataphyll_509,33.528278819372666,9.152277349528504,12.76154736738765,brown,dark
Carex multicaulis,62.882,49.974,39.816,Cataphyll_510,21.901739156739552,4.05727739118697,8.68279888896547,brown,dark
Carex multicaulis,85.858,75.787,63.475,Cataphyll_511,32.87762002916858,1.9930997240170112,8.88606466971068,brown,dark
Carex muskingumensis,86.916,62.252,28.217,Cataphyll_516,28.357899928998876,6.670008557629115,24.76560330580966,brown,dark
Carex nardina,83.916,55.069,26.699,Cataphyll_518,25.892190451661655,9.629751538816178,22.705582162052995,brown,dark
Carex nelsonii,69.255,52.73,43.299,Cataphyll_520,23.601467686484632,5.847452377041234,8.813696515609404,brown,dark
Carex nelsonii,60.156,38.5,27.969,Cataphyll_521,17.799724874291414,8.743765486160987,11.124821491036268,brown,dark
Carex neurophora,65.425,52.393,41.173,Cataphyll_524,22.983828385223767,3.8979976556728912,9.307075995975367,brown,dark
Carex nigricans,97.077,69.567,49.135,Cataphyll_528,32.05475662469546,9.036820238700615,16.98927287651717,brown,dark
Carex normalis,81.306,62.435,55.583,Cataphyll_531,28.234985254580714,7.100763005391725,7.385244091225507,brown,dark
Carex normalis,75.966,57.966,37.966,Cataphyll_532,25.877533676623912,4.957421814667767,15.480336203039357,brown,dark
Carex nova,60.987,51.572,46.757,Cataphyll_535,22.359205106652006,3.279763188715923,4.614725333234604,brown,dark
Carex nudata,73.652,56.525,49.468,Cataphyll_539,25.424210648382434,6.406660736613057,7.330523186535432,brown,dark
Carex nudata,42.552,21.257,5.932,Cataphyll_540,9.535017014414656,9.167058289213742,12.026926336954762,brown,dark
Carex obtusata,80.579,54.559,37.297,Cataphyll_544,25.465530025699493,9.333185577744846,15.491431874675044,brown,dark
Carex occidentalis,91.428,65.914,50.236,Cataphyll_547,30.344870703067244,8.815891040999196,13.910338916352117,brown,dark
Carex oklahomensis,25.266,14.37,10.801,Cataphyll_548,5.050969986206518,4.0635756966082575,3.1975953650419497,brown,dark
Carex oligocarpa,57.837,44.523,40.218,Cataphyll_549,19.61365100372422,5.349173018189157,5.134637334443504,brown,dark
Carex oligocarpa,65.542,42.939,38.145,Cataphyll_550,20.09835594953784,9.792756562541749,7.3858315052638845,brown,dark
Carex opaca,101.17,70.17,42.17,Cataphyll_553,32.62079346258161,9.86354256593075,22.074076216625105,brown,dark
Carex oreocharis,68.411,48.665,31.64,Cataphyll_555,22.02303707557664,6.532530207180587,14.394226022615687,brown,dark
Carex oreocharis,77.544,51.304,29.157,Cataphyll_556,23.98173888590616,9.100336781024065,18.710797038657432,brown,dark
Carex oronensis,101.181,74.012,50.325,Cataphyll_560,33.82591710548738,8.3338156715477,18.654206246204154,brown,dark
Carex paleacea,33.579,14.808,5.889,Cataphyll_570,6.185337318434733,8.163761223256571,6.99459922338686,brown,dark
Carex paleacea,54.558,37.785,28.467,Cataphyll_571,16.810483880099838,6.469743254375382,9.32390489968386,brown,dark
Carex pansa,61.385,49.308,44.531,Cataphyll_576,21.64060117394706,4.575179663459633,5.109885929005243,brown,dark
Carex parryana,39.721,26.559,24.801,Cataphyll_578,11.142579025890079,6.235911342979017,3.8168743415779915,brown,dark
Carex parryana,57.867,35.301,28.712,Cataphyll_579,16.546267732320423,9.8645328250783475,8.878063842672912,brown,dark
Carex paupercula,81.883,41.43,9.196,Cataphyll_582,21.724022595178297,16.244981762385898,27.450733743798704,brown,dark
Carex perdentata,74.261,48.109,27.429,Cataphyll_593,22.583406924685107,9.377955996193482,17.98267858779764,brown,dark
Carex perdentata,79.368,57.58,43.703,Cataphyll_594,26.305280086357143,7.58484030461179,12.428902685442766,brown,dark
Carex petasata,78.981,56.442,24.962,Cataphyll_595,25.601054866300693,6.132553241218197,23.220645400580135,brown,dark
Carex petasata,102.625,57.5,21.5,Cataphyll_596,29.19937899286787,16.858606513700416,30.017226533782605,brown,dark
Carex pigra,81.965,60.568,30.043,Cataphyll_606,27.262647340873556,5.423611989797072,22.26189432497615,brown,dark
Carex planispicata,54.121,50.338,44.671,Cataphyll_611,21.154907736827425,0.49730711672688055,4.212922899130078,brown,dark
Carex platyphylla,90.531,73.85,48.813,Cataphyll_617,32.4966177442226,3.2383348039932147,17.61413033553835,brown,dark
Carex pluriflora,65.235,54.947,53.064,Cataphyll_618,24.065574059331787,4.190207264488766,2.8769299036793594,brown,dark
Carex podocarpa,65.811,48.432,41.027,Cataphyll_619,21.825519645154493,6.691255552607633,7.819933907741294,brown,dark
Carex praeceptorum,78.054,59.019,46.436,Cataphyll_622,26.62216094659697,6.404002659828489,11.05275928822067,brown,dark
Carex praeceptorum,74.539,47.991,24.113,Cataphyll_623,22.537688749192334,9.295765206651929,20.012525447593323,brown,dark
Carex preslii,75.368,43.526,10.684,Cataphyll_629,21.25166088616016,11.73680526281401,26.02595756477788,brown,dark
Carex projecta,93.275,75.046,47.688,Cataphyll_631,33.137982326538996,3.6624419174555447,19.19045020751963,brown,dark
Carex pseudocyperus,112.666,69.973,29.149,Cataphyll_635,33.941705912199545,14.457307028264504,31.40066043005977,brown,dark
Carex radiata,81.305,56.081,37.192,Cataphyll_641,25.993954929373963,8.694113496925338,16.258559262038265,brown,dark
Carex recta,99.773,73.468,63.714,Cataphyll_649,33.78295680452961,9.731673143815678,10.231199433700366,brown,dark
Carex reniformis,78.642,65.97,48.09,Cataphyll_650,28.798863406805815,2.4617145368303337,12.938007636140814,brown,dark
Carex retrorsa,105.839,27.554,15.335,Cataphyll_652,23.439357997217712,34.06820773285504,27.782271605321142,brown,dark
Carex rossii,24.461,10.312,9.05,Cataphyll_663,4.02007106182457,5.256106031498689,2.401173858257988,brown,dark
Carex rupestris,115.531,66.673,36.857,Cataphyll_666,33.59987567165142,18.264597197435894,26.852574428164424,brown,dark
Carex ruthii,72.035,53.349,44.733,Cataphyll_669,24.166395432512196,6.985115503724271,8.692702537041852,brown,dark
Carex saximontana,93.167,70.121,58.371,Cataphyll_677,31.925893089175595,8.069837203244584,10.927165627349645,brown,dark
Carex scirpoidea,57.927,41.39,38.96,Cataphyll_685,18.63245441262859,7.30662173141039,4.621165885380174,brown,dark
Carex scirpoidea,80.182,62.876,55.879,Cataphyll_687,28.238337345946256,6.350211291444364,7.177779524890826,brown,dark
Carex scirpoidea,92.385,67.223,54.307,Cataphyll_689,30.920469713221742,8.96858244473686,12.120782826150634,brown,dark
Carex scirpoidea,68.126,51.678,43.906,Cataphyll_690,23.16174386869274,6.0964260601511775,7.7798882715724,brown,dark
Carex scirpoidea,80.231,57.754,41.185,Cataphyll_691,26.412816753550935,7.5652176533585465,14.218564409934164,brown,dark
Carex scopulorum,34.966,13.751,7.871,Cataphyll_696,6.181730384198861,9.896725055106012,6.208338860683677,brown,dark
Carex scopulorum,38.479,18.395,11.724,Cataphyll_697,8.091971351059787,9.568923978172814,7.464256653867657,brown,dark
Carex scopulorum,39.37,22.79,15.129,Cataphyll_700,9.647711353168717,7.297805682510067,8.053649983127809,brown,dark
Carex senta,50.984,38.275,25.688,Cataphyll_702,16.42393687331537,3.9092776966154763,10.64215164033701,brown,dark
Carex serpenticola,74.676,50.905,41.916,Cataphyll_703,23.72942507701042,9.438647987687677,10.021327576777562,brown,dark
Carex sheldonii,82.849,55.559,37.239,Cataphyll_707,26.053116903241445,9.783605473151907,16.34586837130998,brown,dark
Carex shortiana,81.373,60.119,42.429,Cataphyll_709,27.268450742903596,6.749601794764665,14.573450391705967,brown,dark
Carex socialis,53.754,32.056,17.365,Cataphyll_715,14.737556749463646,8.661639794405374,14.080160674151616,brown,dark
Carex sparganioides,75.349,56.376,28.302,Cataphyll_716,25.16245419337953,4.628911624668053,20.601912762143293,brown,dark
Carex specifica,95.248,62.027,20.283,Cataphyll_718,29.317850108330774,10.429945698357951,30.421866072529184,brown,dark
Carex specuicola,92.55,70.322,55.684,Cataphyll_720,31.848623980058072,7.2845415473346,12.5108828279904,brown,dark
Carex specuicola,67.012,56.581,52.57,Cataphyll_721,24.751361781416833,3.830815585130792,4.213978411637276,brown,dark
Carex spissa,61.223,46.054,40.541,Cataphyll_722,20.51441776897243,5.997665761755922,6.23907433103853,brown,dark
Carex squarrosa,74.715,59.27,42.814,Cataphyll_725,26.214881167192743,4.135620833179477,12.78315407982359,brown,dark
Carex stevenii,53.537,45.034,45.926,Cataphyll_730,19.432288276179094,4.068336270744322,0.8705002603429657,brown,dark
Carex stipata,100.746,72.498,47.118,Cataphyll_732,33.29338779533305,8.71729278220193,19.916523954183152,brown,dark
Carex straminiformis,85.532,57.568,20.684,Cataphyll_735,26.7479917953058,8.416958854346984,27.132672192918605,brown,dark
Carex striata,86.672,66.178,58.175,Cataphyll_737,30.0213773524502,7.568074179034906,8.297863565497233,brown,dark
Carex subbracteata,67.466,42.971,26.233,Cataphyll_746,20.120215802557283,9.231360022470241,15.484962234525673,brown,dark
Carex subnigricans,40.907,34.178,31.916,Cataphyll_751,13.995649654944845,2.725686520397841,2.7102485092200923,brown,dark
Carex subnigricans,60.321,43.617,27.758,Cataphyll_752,19.35624417609168,5.342684937076153,13.303282625575646,brown,dark
Carex superata,37.061,26.95,18.512,Cataphyll_755,10.728057400431801,3.5129172879968804,7.574520482446006,brown,dark
Carex supina,68.437,47.759,38.667,Cataphyll_758,21.909298058415104,8.05777665518298,9.578967621592383,brown,dark
Carex sychnocephala,79.853,30.763,2.417,Cataphyll_762,18.747490849098305,21.433019348400194,26.77834290531709,brown,dark
Carex tahoensis,103.436,72.164,42.291,Cataphyll_764,33.46194851210743,9.71843957369703,23.102595209168875,brown,dark
Carex tenax,103.946,55.495,21.57,Cataphyll_766,28.90141314862749,18.692459810283086,29.739458661241702,brown,dark
Carex tenax,66.455,40.058,12.029,Cataphyll_767,18.931003076932306,9.4926051808287,22.454034243844696,brown,dark
Carex tenera,50.935,33.345,19.901,Cataphyll_768,14.7542507686634,6.560987746096009,12.433489893057992,brown,dark
Carex tenera,64.444,51.685,42.63,Cataphyll_770,22.68534411706903,4.125394381921637,7.905389075496972,brown,dark
Carex timida,85.559,61.325,47.533,Cataphyll_782,28.24847933432101,8.623478182341604,12.698319444360596,brown,dark
Carex tincta,57.25,37.667,31.292,Cataphyll_784,17.216869545610116,8.305209664207947,7.973975077227024,brown,dark
Carex triangularis,66.923,43.293,16.519,Cataphyll_797,19.98993673354166,7.885664466335624,21.387945961855394,brown,dark
